2022-12-22 13:14:783 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:26:917 INFO  CheckoutPage :155 - Enter address10 XYZ Roadto field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-address-1]
2022-12-22 13:26:225 INFO  CheckoutPage :161 - Enter cityLondonto field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-city]
2022-12-22 13:26:577 INFO  CheckoutPage :167 - Enter psotcodeAB12CDto field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-postcode]
2022-12-22 13:26:871 INFO  CheckoutPage :173 - Enter countryUnited Statesto field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-country]
2022-12-22 13:26:200 INFO  CheckoutPage :179 - Enter regionArizonato field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> id: input-payment-zone]
2022-12-22 13:26:288 INFO  CheckoutPage :107 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:26:544 INFO  CheckoutPage :185 - Enter commentComment About Orderto field [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> name: comment]
2022-12-22 13:26:654 INFO  CheckoutPage :191 - Clicking on terms and conditions box [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> name: agree]
2022-12-22 13:26:778 INFO  CheckoutPage :113 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (5def8b855aef465ff72e7bd4c9aabfd0)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:26:815 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:27:417 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: firstname]
2022-12-22 13:27:499 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: lastname]
2022-12-22 13:27:585 INFO  RegisterPage :74 - Enter emailpatelpriya1@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: email]
2022-12-22 13:27:667 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: telephone]
2022-12-22 13:27:740 INFO  RegisterPage :85 - Enter passwordpriyapassword2to field [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: password]
2022-12-22 13:27:826 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: confirm]
2022-12-22 13:27:902 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: newsletter]
2022-12-22 13:27:951 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> name: agree]
2022-12-22 13:27:07 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (14c8f4d6ff492d053d0c04fa3e02c364)] -> xpath: //input[@type='submit']]
2022-12-22 13:27:348 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:27:629 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:27:293 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: firstname]
2022-12-22 13:27:374 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: lastname]
2022-12-22 13:27:470 INFO  RegisterPage :74 - Enter emailpatelpriya100@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: email]
2022-12-22 13:27:552 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: telephone]
2022-12-22 13:27:624 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: password]
2022-12-22 13:27:702 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: confirm]
2022-12-22 13:27:775 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: newsletter]
2022-12-22 13:27:828 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> name: agree]
2022-12-22 13:27:885 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> xpath: //input[@type='submit']]
2022-12-22 13:27:295 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:27:340 INFO  RegisterPage :117 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> xpath: //a[@class='btn btn-primary']]
2022-12-22 13:27:600 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:27:45 INFO  LogoutPage :22 - Getting logout text [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> xpath: //h1[contains(text(),'Account Logout')]]
2022-12-22 13:27:80 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (dc7bb49bf3b6dd0eb100d326c6dd2172)] -> xpath: //a[text()='Continue']]
2022-12-22 13:27:301 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:27:598 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (81ab4f49f73faa3489a576f37691005c)] -> id: input-sort]
2022-12-22 13:27:629 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (81ab4f49f73faa3489a576f37691005c)] -> id: input-sort]
2022-12-22 13:28:660 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:28:308 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: firstname]
2022-12-22 13:28:399 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: lastname]
2022-12-22 13:28:491 INFO  RegisterPage :74 - Enter emailpatelpriya2@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: email]
2022-12-22 13:28:583 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: telephone]
2022-12-22 13:28:657 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: password]
2022-12-22 13:28:736 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: confirm]
2022-12-22 13:28:829 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: newsletter]
2022-12-22 13:28:890 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: agree]
2022-12-22 13:28:946 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //input[@type='submit']]
2022-12-22 13:28:363 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:28:418 INFO  RegisterPage :117 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //a[@class='btn btn-primary']]
2022-12-22 13:28:703 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:28:143 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //a[text()='Continue']]
2022-12-22 13:28:624 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:28:968 INFO  LoginPage :33 - Enter emailpatelpriya2@gmail.comto  field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: email]
2022-12-22 13:28:62 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> name: password]
2022-12-22 13:28:155 INFO  LoginPage :49 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //input[@value='Login']]
2022-12-22 13:28:553 INFO  AccountPage :59 - Getting my account text [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //div[@id='content']/h2[text()='My Account']]
2022-12-22 13:28:585 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:29:48 INFO  LogoutPage :22 - Getting logout text [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //h1[contains(text(),'Account Logout')]]
2022-12-22 13:29:83 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (fe549c96e3e4d1669395ed8594e627ff)] -> xpath: //a[text()='Continue']]
2022-12-22 13:29:771 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:29:25 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (61f6ad73b34961a1b5809a6ecc377684)] -> id: input-sort]
2022-12-22 13:29:107 INFO  DesktopPage :54 - selectName (A - Z)from[[ChromeDriver: chrome on WINDOWS (61f6ad73b34961a1b5809a6ecc377684)] -> id: input-sort]
2022-12-22 13:29:565 INFO  DesktopPage :59 - Clicking on product HPLP3065 [[ChromeDriver: chrome on WINDOWS (61f6ad73b34961a1b5809a6ecc377684)] -> xpath: //a[contains(text(),'HP LP3065')]]
2022-12-22 13:29:397 INFO  ShoppingCartPage :58 - Verifying if success message contains Shopping Cart
2022-12-22 13:29:487 INFO  ShoppingCartPage :67 - Verifying if success message contains 2022-11-30
2022-12-22 13:29:517 INFO  ShoppingCartPage :72 - getting text of model selected
2022-12-22 13:29:540 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:29:580 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:29:957 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-sort]
2022-12-22 13:30:53 INFO  DesktopPage :54 - selectPrice (High > Low)from[[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-sort]
2022-12-22 13:30:451 INFO  LaptopAndNoteBookPage :77 - Clicking on macbook [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> link text: MacBook]
2022-12-22 13:30:711 INFO  MacBookPage :30 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //h1[contains(text(),'MacBook')]]
2022-12-22 13:30:301 INFO  ShoppingCartPage :53 - Verifying if success message contains Shopping Cart
2022-12-22 13:30:362 INFO  CheckoutPage :77 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //div[@class='table-responsive']//a[text()='MacBook']]
2022-12-22 13:30:379 INFO  ShoppingCartPage :84 - clear quantity and add quantity of 2
2022-12-22 13:30:490 INFO  ShoppingCartPage :90 - clicking on update cart
2022-12-22 13:30:795 INFO  ShoppingCartPage :95 - Verifying if success message contains Success: You have added HP LP3065 to your shopping cart!
2022-12-22 13:30:841 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:30:418 INFO  ShoppingCartPage :100 - Clicking on checkout Button [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> css selector: a.btn.btn-primary]
2022-12-22 13:30:689 INFO  CheckoutPage :82 - Getting checkout text [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //h1[contains(text(),'Checkout')]]
2022-12-22 13:30:738 INFO  CheckoutPage :88 - Getting new customer text [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //h2[contains(text(),'New Customer')]]
2022-12-22 13:30:764 INFO  CheckoutPage :94 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:30:924 INFO  CheckoutPage :100 - Clicking on continue button [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //input[@id='button-account']]
2022-12-22 13:30:528 INFO  CheckoutPage :131 - Enter namePriyankato first name field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-firstname]
2022-12-22 13:30:880 INFO  CheckoutPage :137 - Enter namePatelto last name field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-lastname]
2022-12-22 13:30:209 INFO  CheckoutPage :143 - Enter emailpriyankato email field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-email]
2022-12-22 13:30:519 INFO  CheckoutPage :149 - Enter telephone03562835284to field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-telephone]
2022-12-22 13:30:808 INFO  CheckoutPage :155 - Enter address10 XYZ Roadto field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-address-1]
2022-12-22 13:30:164 INFO  CheckoutPage :161 - Enter cityLondonto field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-city]
2022-12-22 13:30:525 INFO  CheckoutPage :167 - Enter psotcodeAB12CDto field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-postcode]
2022-12-22 13:30:885 INFO  CheckoutPage :173 - Enter countryUnited Statesto field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-country]
2022-12-22 13:30:235 INFO  CheckoutPage :179 - Enter regionArizonato field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> id: input-payment-zone]
2022-12-22 13:30:351 INFO  CheckoutPage :107 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:30:613 INFO  CheckoutPage :185 - Enter commentComment About Orderto field [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> name: comment]
2022-12-22 13:30:740 INFO  CheckoutPage :191 - Clicking on terms and conditions box [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> name: agree]
2022-12-22 13:30:887 INFO  CheckoutPage :113 - Clicking on radio button [[ChromeDriver: chrome on WINDOWS (ee4a65859d8c42ca85a539fbcd8feda3)] -> xpath: //div[@id='checkout-checkout']//input[@value='guest']]
2022-12-22 13:30:80 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:30:702 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: firstname]
2022-12-22 13:30:786 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: lastname]
2022-12-22 13:30:870 INFO  RegisterPage :74 - Enter emailpatelpriya3@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: email]
2022-12-22 13:30:960 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: telephone]
2022-12-22 13:30:36 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: password]
2022-12-22 13:30:110 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: confirm]
2022-12-22 13:30:188 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: newsletter]
2022-12-22 13:30:247 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: agree]
2022-12-22 13:30:305 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //input[@type='submit']]
2022-12-22 13:30:722 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:30:769 INFO  RegisterPage :117 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //a[@class='btn btn-primary']]
2022-12-22 13:30:20 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:30:454 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //a[text()='Continue']]
2022-12-22 13:30:950 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:30:266 INFO  LoginPage :33 - Enter emailpatelpriya3@gmail.comto  field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: email]
2022-12-22 13:30:362 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> name: password]
2022-12-22 13:30:446 INFO  LoginPage :49 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //input[@value='Login']]
2022-12-22 13:30:838 INFO  AccountPage :59 - Getting my account text [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //div[@id='content']/h2[text()='My Account']]
2022-12-22 13:30:870 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:30:368 INFO  LogoutPage :22 - Getting logout text [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //h1[contains(text(),'Account Logout')]]
2022-12-22 13:30:404 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (2920d04f9caf3ea0d11e49c86c13222b)] -> xpath: //a[text()='Continue']]
2022-12-22 13:30:906 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:31:558 INFO  RegisterPage :62 - Enter first namePriyato field [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: firstname]
2022-12-22 13:31:634 INFO  RegisterPage :68 - Enter last namePatelto field [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: lastname]
2022-12-22 13:31:719 INFO  RegisterPage :74 - Enter emailpatelpriya102@gmail.comto email field [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: email]
2022-12-22 13:31:818 INFO  RegisterPage :79 - Enter telephone02756876567to field [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: telephone]
2022-12-22 13:31:890 INFO  RegisterPage :85 - Enter passwordpriyapassword1to field [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: password]
2022-12-22 13:31:965 INFO  RegisterPage :91 - Enter emailpriyapassword1to email field [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: confirm]
2022-12-22 13:31:44 INFO  RegisterPage :97 - Clicking on subscribe [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: newsletter]
2022-12-22 13:31:94 INFO  RegisterPage :103 - Clicking on privacy policy [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> name: agree]
2022-12-22 13:31:146 INFO  RegisterPage :109 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> xpath: //input[@type='submit']]
2022-12-22 13:31:569 INFO  RegisterPage :113 - getting account creation message
2022-12-22 13:31:621 INFO  RegisterPage :117 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> xpath: //a[@class='btn btn-primary']]
2022-12-22 13:31:886 INFO  HomePage :117 - Clicking on my account [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> xpath: //span[contains(text(),'My Account')]]
2022-12-22 13:31:323 INFO  LogoutPage :22 - Getting logout text [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> xpath: //h1[contains(text(),'Account Logout')]]
2022-12-22 13:31:357 INFO  RegisterPage :121 - Clicking on continue [[ChromeDriver: chrome on WINDOWS (d8b2368646467a5851c3f65d77b3c435)] -> xpath: //a[text()='Continue']]
2022-12-22 13:31:840 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:31:227 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (400a71cdf7908ed2a066fa189a6af4b9)] -> id: input-sort]
2022-12-22 13:31:258 INFO  LaptopAndNoteBookPage :34 - getting laptop and notebook text [[ChromeDriver: chrome on WINDOWS (400a71cdf7908ed2a066fa189a6af4b9)] -> id: input-sort]
2022-12-22 13:33:461 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:33:726 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (d404facc43397ad257e0ed4c5c6321f5)] -> id: input-sort]
2022-12-22 13:33:799 INFO  DesktopPage :54 - selectName (Z - A)from[[ChromeDriver: chrome on WINDOWS (d404facc43397ad257e0ed4c5c6321f5)] -> id: input-sort]
2022-12-22 13:33:514 INFO  HomePage :57 - hovering on desktop tab
2022-12-22 13:33:836 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (478461ad44e683e1297b2af9b470a360)] -> id: input-sort]
2022-12-22 13:33:900 INFO  DesktopPage :54 - selectName (A - Z)from[[ChromeDriver: chrome on WINDOWS (478461ad44e683e1297b2af9b470a360)] -> id: input-sort]
2022-12-22 13:33:281 INFO  DesktopPage :59 - Clicking on product HPLP3065 [[ChromeDriver: chrome on WINDOWS (478461ad44e683e1297b2af9b470a360)] -> xpath: //a[contains(text(),'HP LP3065')]]
2022-12-22 13:33:650 INFO  ShoppingCartPage :58 - Verifying if success message contains Shopping Cart
2022-12-22 13:33:716 INFO  ShoppingCartPage :67 - Verifying if success message contains 2022-11-30
2022-12-22 13:33:746 INFO  ShoppingCartPage :72 - getting text of model selected
2022-12-22 13:33:770 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
2022-12-22 13:33:309 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:33:191 INFO  HomePage :61 - hovering on laptop and notebook tab
2022-12-22 13:33:332 INFO  DesktopPage :42 - Clicking on sort by button [[ChromeDriver: chrome on WINDOWS (48335a4f585f1ff8f35af49defe4d5b3)] -> id: input-sort]
2022-12-22 13:33:399 INFO  DesktopPage :54 - selectPrice (High > Low)from[[ChromeDriver: chrome on WINDOWS (48335a4f585f1ff8f35af49defe4d5b3)] -> id: input-sort]
2022-12-22 13:33:763 INFO  LaptopAndNoteBookPage :77 - Clicking on macbook [[ChromeDriver: chrome on WINDOWS (48335a4f585f1ff8f35af49defe4d5b3)] -> link text: MacBook]
2022-12-22 13:33:771 INFO  MacBookPage :30 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (48335a4f585f1ff8f35af49defe4d5b3)] -> xpath: //h1[contains(text(),'MacBook')]]
2022-12-22 13:33:355 INFO  ShoppingCartPage :53 - Verifying if success message contains Shopping Cart
2022-12-22 13:33:409 INFO  CheckoutPage :77 - Getting macbook text [[ChromeDriver: chrome on WINDOWS (48335a4f585f1ff8f35af49defe4d5b3)] -> xpath: //div[@class='table-responsive']//a[text()='MacBook']]
2022-12-22 13:33:425 INFO  ShoppingCartPage :84 - clear quantity and add quantity of 2
2022-12-22 13:33:524 INFO  ShoppingCartPage :90 - clicking on update cart
2022-12-22 13:33:864 INFO  ShoppingCartPage :95 - Verifying if success message contains Success: You have added HP LP3065 to your shopping cart!
2022-12-22 13:33:905 INFO  ShoppingCartPage :77 - changing currency to GBP and returning text of total amount
